Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
1204,25,0,Travel Frequently,Cyber Security,10,Degree,4,Male,143188,5,4,Developer,1,Single,5,No,51,5,2,8,7,8,1.3333333333333333,0,35797.0,1.0,0.875,-3,0,I am happy with my team,0.8,0.00025508092192147707,0.025508092192147707,Low Risk,35.29861907509274,Low,0.025508092192147707,18-30
1205,46,1,Travel Rarely,Cyber Security,13,PhD,3,Female,130020,1,3,Technician,3,Married,5,No,77,11,1,9,7,6,0.75,3,43340.0,0.45454545454545453,0.7777777777777778,5,0,Poor management support,-0.4,0.8234031347641325,82.34031347641326,High Risk,79.23652590760236,High,82.34031347641326,40-50
1206,56,0,Travel Rarely,Software Development,32,PhD,3,Female,141185,3,8,Software Engineer,4,Divorced,9,No,63,0,4,10,7,3,10.0,7,17648.125,inf,0.7,-3,0,Good work life balance,0.7,0.017487651763939457,1.7487651763939456,Low Risk,32.66154679583423,Low,1.7487651763939456,50-60
1207,20,0,No Travel,Data Science,8,Graduation,1,Male,38445,5,2,Support,2,Divorced,0,No,30,20,3,2,9,1,0.09523809523809523,1,19222.5,0.0,4.5,19,0,I am happy with my team,0.8,0.0035997730386491534,0.35997730386491533,Low Risk,26.534113641858514,Low,0.35997730386491533,18-30
1208,49,0,Travel Rarely,Cyber Security,7,Below College,4,Male,196711,5,5,Director,3,Married,0,No,15,11,1,9,6,2,0.75,7,39342.2,0.0,0.6666666666666666,9,0,Supportive management,0.5,0.0023732814231550905,0.23732814231550906,Low Risk,17.68894026040862,Low,0.23732814231550906,40-50
1209,27,0,Travel Rarely,Software Development,48,Degree,4,Female,45084,1,7,QA Analyst,1,Married,4,No,39,13,1,8,2,5,0.5714285714285714,3,6440.571428571428,0.3076923076923077,0.25,8,0,Good work life balance,0.7,0.07423146427558348,7.423146427558349,Low Risk,83.66290819309853,High,7.423146427558349,18-30
1210,27,1,Travel Rarely,Cyber Security,17,Master's,1,Female,124732,1,3,Software Engineer,2,Married,1,Yes,88,7,2,1,4,8,0.125,-7,41577.333333333336,0.14285714285714285,4.0,-1,0,Salary is low,0.0,0.9026982460352003,90.26982460352004,High Risk,89.45938081238589,High,90.26982460352004,18-30
1211,36,1,Travel Frequently,Data Science,41,Graduation,2,Male,195538,4,6,IT,4,Married,2,No,68,12,4,9,5,2,0.6923076923076923,7,32589.666666666668,0.16666666666666666,0.5555555555555556,10,0,No promotion opportunities,0.0,0.761988345176542,76.1988345176542,High Risk,34.035088444291915,Low,76.1988345176542,30-40
1212,63,0,Travel Rarely,Software Development,27,PhD,1,Male,169236,2,4,Developer,5,Married,6,No,24,4,5,1,3,5,0.2,-4,42309.0,1.5,3.0,-1,0,Good work life balance,0.7,0.036231928015248986,3.6231928015248984,Low Risk,35.93350461203381,Low,3.6231928015248984,
1213,51,0,Travel Rarely,Network Administration,8,Graduation,1,Male,66169,4,6,HR,2,Divorced,2,No,94,2,4,8,9,1,2.6666666666666665,7,11028.166666666666,1.0,1.125,1,0,Supportive management,0.5,0.1046782824114749,10.467828241147489,Low Risk,40.08255792490838,Medium,10.467828241147489,50-60
1214,50,1,No Travel,Data Science,29,Degree,1,Male,112849,2,5,Developer,3,Divorced,0,Yes,78,9,2,7,6,2,0.7,5,22569.8,0.0,0.8571428571428571,7,0,No promotion opportunities,0.0,0.9864408842483147,98.64408842483147,High Risk,70.34895678085262,High,98.64408842483147,40-50
1215,40,0,Travel Rarely,IT Services,37,Master's,3,Female,149319,1,2,Support,5,Married,0,No,9,19,5,2,8,2,0.1,0,74659.5,0.0,4.0,17,0,I am happy with my team,0.8,0.006527075573402574,0.6527075573402574,Low Risk,47.174007216001215,Medium,0.6527075573402574,30-40
1216,45,0,Travel Rarely,Software Development,27,Graduation,1,Female,35576,3,5,QA Analyst,5,Married,4,Yes,75,8,2,7,5,1,0.7777777777777778,6,7115.2,0.5,0.7142857142857143,7,0,Good work life balance,0.7,0.12478534545930291,12.478534545930291,Low Risk,25.731506096340638,Low,12.478534545930291,40-50
1217,49,0,Travel Rarely,IT Services,37,Graduation,5,Male,119161,2,3,Director,2,Divorced,8,No,77,19,3,3,10,6,0.15,-3,39720.333333333336,0.42105263157894735,3.3333333333333335,13,0,Supportive management,0.5,0.012190644689462292,1.219064468946229,Low Risk,61.97983490628462,Medium,1.219064468946229,40-50
1218,24,0,Travel Rarely,Software Development,24,Degree,1,Male,158139,2,6,Developer,2,Divorced,2,No,61,14,4,7,8,7,0.4666666666666667,0,26356.5,0.14285714285714285,1.1428571428571428,7,0,I am happy with my team,0.8,0.009580926570713872,0.9580926570713872,Low Risk,61.93378105713025,Medium,0.9580926570713872,18-30
1219,46,1,Travel Rarely,Network Administration,45,Master's,2,Female,44600,1,6,Software Engineer,3,Divorced,4,Yes,89,8,1,4,5,2,0.4444444444444444,2,7433.333333333333,0.5,1.25,6,0,Poor management support,-0.4,0.9991669741323513,99.91669741323513,High Risk,82.33824071998266,High,99.91669741323513,40-50
1220,25,1,Travel Frequently,Software Development,16,Graduation,2,Female,86742,5,7,Director,2,Married,5,No,6,13,1,1,10,4,0.07142857142857142,-3,12391.714285714286,0.38461538461538464,10.0,9,0,No promotion opportunities,0.0,0.9958825233067283,99.58825233067283,High Risk,44.044985705412856,Medium,99.58825233067283,18-30
1221,18,0,Travel Frequently,Cyber Security,26,Degree,2,Male,88936,4,1,Business Analyst,4,Divorced,6,No,2,6,1,9,5,4,1.2857142857142858,5,88936.0,1.0,0.5555555555555556,2,0,I am happy with my team,0.8,0.007498812951115143,0.7498812951115142,Low Risk,20.72056728737262,Low,0.7498812951115142,
1222,20,0,Travel Rarely,IT Services,31,Degree,1,Female,56013,3,1,Support,5,Divorced,3,No,25,18,5,8,9,6,0.42105263157894735,2,56013.0,0.16666666666666666,1.125,12,0,I am happy with my team,0.8,0.00040741303804977765,0.040741303804977765,Low Risk,23.53660140655382,Low,0.040741303804977765,18-30
1223,41,0,Travel Rarely,IT Services,27,Degree,4,Female,92583,2,4,Software Engineer,5,Married,6,No,53,17,3,0,10,1,0.0,-1,23145.75,0.35294117647058826,inf,16,0,I am happy with my team,0.8,0.005055906056125256,0.5055906056125257,Low Risk,35.383339518637506,Low,0.5055906056125257,40-50
1224,40,1,Travel Rarely,Software Development,26,PhD,2,Female,163539,5,2,Support,3,Married,2,Yes,65,11,3,7,7,8,0.5833333333333334,-1,81769.5,0.18181818181818182,1.0,3,0,Poor management support,-0.4,0.3980062629457892,39.80062629457892,Low Risk,24.670698757866866,Low,39.80062629457892,30-40
1225,25,0,Travel Rarely,Cyber Security,43,Degree,1,Female,42333,1,4,Developer,2,Married,3,No,31,8,3,0,0,7,0.0,-7,10583.25,0.375,0.0,1,0,Good work life balance,0.7,0.03335804127426952,3.335804127426952,Low Risk,74.11808308131064,High,3.335804127426952,18-30
1226,54,0,Travel Rarely,Cyber Security,15,Degree,2,Female,117396,2,3,Director,2,Single,6,Yes,38,13,3,8,4,5,0.5714285714285714,3,39132.0,0.46153846153846156,0.5,8,0,Supportive management,0.5,0.035322079760766636,3.5322079760766636,Low Risk,62.38803670166059,Medium,3.5322079760766636,50-60
1227,20,0,Travel Rarely,Software Development,49,Degree,3,Male,165935,5,2,Manager,5,Divorced,2,No,12,11,4,7,6,4,0.5833333333333334,3,82967.5,0.18181818181818182,0.8571428571428571,7,0,Supportive management,0.5,0.0006411530101437871,0.0641153010143787,Low Risk,0.01131446488489036,Low,0.0641153010143787,18-30
1228,50,0,Travel Rarely,Data Science,15,Master's,3,Male,96395,4,1,Business Analyst,5,Single,7,No,65,0,5,10,6,7,10.0,3,96395.0,inf,0.6,-7,0,Good work life balance,0.7,0.00011456475410342918,0.011456475410342918,Low Risk,11.766727613307708,Low,0.011456475410342918,40-50
1229,45,0,Travel Rarely,Network Administration,23,Graduation,1,Male,178941,1,5,Business Analyst,3,Single,10,No,74,17,4,2,1,1,0.1111111111111111,1,35788.2,0.5882352941176471,0.5,16,0,Good work life balance,0.7,0.13495816403395844,13.495816403395844,Low Risk,67.08749701236397,Medium,13.495816403395844,40-50
1230,25,1,Travel Rarely,Software Development,25,Master's,2,Female,94055,5,5,HR,2,Married,9,No,36,0,4,4,3,5,4.0,-1,18811.0,inf,0.75,-5,0,No promotion opportunities,0.0,0.1642185247558247,16.421852475582472,Low Risk,29.36856220157338,Low,16.421852475582472,18-30
1231,51,1,Travel Rarely,Cyber Security,44,Below College,2,Male,127500,5,7,Business Analyst,1,Divorced,6,Yes,99,19,3,3,5,4,0.15,-1,18214.285714285714,0.3157894736842105,1.6666666666666667,15,0,Salary is low,0.0,0.9667753456547734,96.67753456547734,High Risk,52.35485904096658,Medium,96.67753456547734,50-60
1232,52,0,Travel Rarely,Network Administration,4,Degree,5,Male,85076,2,3,Help Desk,2,Divorced,4,No,81,3,3,7,1,6,1.75,1,28358.666666666668,1.3333333333333333,0.14285714285714285,-3,0,Good work life balance,0.7,0.00018694991504643842,0.01869499150464384,Low Risk,61.768004998500814,Medium,0.01869499150464384,50-60
1233,49,1,Travel Rarely,Software Development,36,Degree,2,Female,131584,4,8,IT,3,Married,1,Yes,57,19,1,5,7,5,0.25,0,16448.0,0.05263157894736842,1.4,14,0,High stress workload,0.16,0.9775931415103342,97.75931415103342,High Risk,46.66340837959414,Medium,97.75931415103342,40-50
1234,41,0,Travel Frequently,Network Administration,16,Graduation,4,Male,83437,1,3,Manager,5,Divorced,6,No,14,19,3,7,4,4,0.35,3,27812.333333333332,0.3157894736842105,0.5714285714285714,15,0,Good work life balance,0.7,0.001939702658671528,0.1939702658671528,Low Risk,47.0930535763295,Medium,0.1939702658671528,40-50
1235,31,0,Travel Rarely,Data Science,47,Below College,3,Female,119024,1,7,Developer,5,Single,1,No,86,9,4,9,1,3,0.9,6,17003.428571428572,0.1111111111111111,0.1111111111111111,6,0,I am happy with my team,0.8,0.01271276762673807,1.2712767626738068,Low Risk,47.28316648753068,Medium,1.2712767626738068,30-40
1236,49,0,Travel Rarely,Cyber Security,40,Graduation,2,Male,77741,4,8,Support,1,Divorced,1,Yes,77,11,4,8,8,2,0.6666666666666666,6,9717.625,0.09090909090909091,1.0,9,0,Supportive management,0.5,0.4033708505010636,40.33708505010636,Medium Risk,54.177132655901126,Medium,40.33708505010636,40-50
1237,63,0,Travel Rarely,Data Science,21,Graduation,4,Female,88839,3,2,Consultant,1,Divorced,3,No,58,6,2,9,9,7,1.2857142857142858,2,44419.5,0.5,1.0,-1,0,Career growth is good,0.7,0.002073647283644574,0.2073647283644574,Low Risk,58.86012318735844,Medium,0.2073647283644574,
1238,60,0,Travel Rarely,Data Science,40,Master's,1,Male,64898,2,8,IT,3,Married,9,No,93,0,5,9,1,1,9.0,8,8112.25,inf,0.1111111111111111,-1,0,I am happy with my team,0.8,0.28088659743171557,28.088659743171558,Low Risk,57.89799877820675,Medium,28.088659743171558,50-60
1239,33,1,Travel Frequently,Cyber Security,43,Master's,3,Male,102393,5,1,IT,2,Single,8,No,72,16,4,1,0,4,0.058823529411764705,-3,102393.0,0.5,0.0,12,0,Salary is low,0.0,0.5829839348746828,58.29839348746828,Medium Risk,36.75854002720029,Low,58.29839348746828,30-40
1240,21,0,No Travel,Data Science,17,Below College,1,Female,75942,2,5,Help Desk,5,Single,3,No,97,19,5,10,3,2,0.5,8,15188.4,0.15789473684210525,0.3,17,0,Career growth is good,0.7,0.007319074854602148,0.7319074854602148,Low Risk,35.4232777915518,Low,0.7319074854602148,18-30
1241,54,0,Travel Rarely,Software Development,3,Graduation,2,Male,89536,4,2,Developer,4,Married,7,Yes,88,15,3,1,4,0,0.0625,1,44768.0,0.4666666666666667,4.0,15,0,Career growth is good,0.7,0.030986752436695846,3.0986752436695846,Low Risk,21.135060337118162,Low,3.0986752436695846,50-60
1242,38,0,Travel Frequently,Software Development,7,Master's,1,Female,190912,5,6,Manager,4,Married,5,No,46,4,3,6,1,6,1.2,0,31818.666666666668,1.25,0.16666666666666666,-2,0,Supportive management,0.5,0.01871003562297127,1.871003562297127,Low Risk,9.15370651099361,Low,1.871003562297127,30-40
1243,31,0,Travel Rarely,Network Administration,12,Graduation,3,Male,129487,3,6,Developer,4,Divorced,6,No,45,14,1,7,4,5,0.4666666666666667,2,21581.166666666668,0.42857142857142855,0.5714285714285714,9,0,I am happy with my team,0.8,0.003932495835444889,0.3932495835444889,Low Risk,32.42233816180197,Low,0.3932495835444889,30-40
1244,48,0,Travel Rarely,Software Development,1,PhD,1,Male,143551,4,6,Software Engineer,5,Married,1,No,86,9,5,5,8,5,0.5,0,23925.166666666668,0.1111111111111111,1.6,4,0,Good work life balance,0.7,0.003815789340568753,0.38157893405687526,Low Risk,11.832043341304155,Low,0.38157893405687526,40-50
1245,35,0,Travel Rarely,Software Development,43,Graduation,1,Male,133730,2,2,Director,5,Divorced,1,No,57,0,5,0,2,8,0.0,-8,66865.0,inf,inf,-8,0,Career growth is good,0.7,0.004138402764337757,0.41384027643377574,Low Risk,35.36714828407655,Low,0.41384027643377574,30-40
1246,24,1,No Travel,Network Administration,37,Master's,1,Female,68259,5,7,Technician,4,Divorced,5,No,74,7,3,8,0,2,1.0,6,9751.285714285714,0.7142857142857143,0.0,5,0,High stress workload,0.16,0.7750910511097652,77.50910511097652,High Risk,22.501606784289976,Low,77.50910511097652,18-30
1247,27,0,Travel Rarely,IT Services,6,Degree,4,Male,194606,1,2,Manager,1,Married,2,No,69,5,5,2,6,8,0.3333333333333333,-6,97303.0,0.4,3.0,-3,0,Supportive management,0.5,0.0018652189478115826,0.18652189478115824,Low Risk,82.38585680496138,High,0.18652189478115824,18-30
1248,24,0,No Travel,Cyber Security,46,Graduation,4,Male,56605,5,7,Software Engineer,4,Married,5,No,51,19,3,10,4,4,0.5,6,8086.428571428572,0.2631578947368421,0.4,15,0,I am happy with my team,0.8,0.0017910127699181358,0.17910127699181358,Low Risk,8.855135519469144,Low,0.17910127699181358,18-30
1249,50,0,Travel Rarely,Software Development,49,Graduation,2,Male,184390,5,4,Business Analyst,1,Divorced,3,No,74,11,1,7,2,4,0.5833333333333334,3,46097.5,0.2727272727272727,0.2857142857142857,7,0,I am happy with my team,0.8,0.016576366696150868,1.6576366696150868,Low Risk,35.58664176522619,Low,1.6576366696150868,40-50
1250,40,0,Travel Rarely,Network Administration,23,Degree,1,Male,52159,4,8,Manager,3,Single,3,Yes,44,10,3,6,2,5,0.5454545454545454,1,6519.875,0.3,0.3333333333333333,5,0,Supportive management,0.5,0.25379206657460346,25.379206657460347,Low Risk,33.890448233669474,Low,25.379206657460347,30-40
1251,38,0,Travel Frequently,Data Science,25,Graduation,4,Male,168087,3,2,Consultant,4,Single,7,Yes,75,9,3,6,2,2,0.6,4,84043.5,0.7777777777777778,0.3333333333333333,7,0,Career growth is good,0.7,0.008568546314052839,0.856854631405284,Low Risk,32.504150817306815,Low,0.856854631405284,30-40
1252,36,0,No Travel,Data Science,25,Degree,3,Female,132213,5,6,Business Analyst,4,Divorced,8,No,95,16,1,2,8,2,0.11764705882352941,0,22035.5,0.5,4.0,14,0,Supportive management,0.5,0.2000971905065968,20.00971905065968,Low Risk,12.35465630305759,Low,20.00971905065968,30-40
1253,36,0,No Travel,Software Development,3,Graduation,3,Female,118777,5,8,Director,1,Married,10,No,39,19,2,10,9,5,0.5,5,14847.125,0.5263157894736842,0.9,14,0,Career growth is good,0.7,0.019238856417870848,1.9238856417870847,Low Risk,35.63362687796243,Low,1.9238856417870847,30-40
1254,53,0,Travel Frequently,Cyber Security,4,Degree,1,Male,198929,3,7,Business Analyst,1,Single,9,No,11,5,1,3,8,4,0.5,-1,28418.428571428572,1.8,2.6666666666666665,1,0,I am happy with my team,0.8,0.6591197677567613,65.91197677567612,Medium Risk,70.45505472511931,High,65.91197677567612,50-60
1255,46,0,Travel Rarely,Network Administration,30,Degree,2,Male,52941,3,2,HR,1,Married,10,Yes,80,3,5,6,9,6,1.5,0,26470.5,3.3333333333333335,1.5,-3,0,Supportive management,0.5,0.014093464647139455,1.4093464647139455,Low Risk,59.07223761142011,Medium,1.4093464647139455,40-50
1256,35,0,Travel Rarely,Network Administration,33,Degree,4,Female,128723,5,6,Business Analyst,3,Married,6,No,52,9,1,9,5,3,0.9,6,21453.833333333332,0.6666666666666666,0.5555555555555556,6,0,Good work life balance,0.7,0.0029968505216836088,0.2996850521683609,Low Risk,17.699944420970887,Low,0.2996850521683609,30-40
1257,19,0,Travel Rarely,Network Administration,29,Graduation,4,Female,94288,1,6,Developer,4,Married,8,No,58,14,4,8,10,0,0.5333333333333333,8,15714.666666666666,0.5714285714285714,1.25,14,0,Supportive management,0.5,0.024792349924026673,2.479234992402667,Low Risk,56.3198649986593,Medium,2.479234992402667,18-30
1258,18,0,Travel Rarely,Network Administration,4,Degree,4,Male,59211,1,8,Support,1,Single,0,Yes,26,16,1,1,10,2,0.058823529411764705,-1,7401.375,0.0,10.0,14,0,I am happy with my team,0.8,0.5295259613708136,52.952596137081365,Medium Risk,91.69751696536731,High,52.952596137081365,
1259,22,0,No Travel,Network Administration,14,Degree,2,Male,161974,1,2,Help Desk,3,Single,5,No,45,19,3,6,8,0,0.3,6,80987.0,0.2631578947368421,1.3333333333333333,19,0,Supportive management,0.5,0.08333766469326517,8.333766469326518,Low Risk,66.1765470239988,Medium,8.333766469326518,18-30
1260,37,0,Travel Frequently,Cyber Security,21,PhD,5,Female,75805,4,8,Technician,3,Married,9,Yes,29,11,4,7,7,4,0.5833333333333334,3,9475.625,0.8181818181818182,1.0,7,0,Good work life balance,0.7,0.009372078037853372,0.9372078037853372,Low Risk,29.577154318315056,Low,0.9372078037853372,30-40
1261,28,0,No Travel,Network Administration,7,Master's,4,Female,30914,4,2,IT,5,Divorced,3,No,72,5,2,10,0,5,1.6666666666666667,5,15457.0,0.6,0.0,0,0,Good work life balance,0.7,2.9068708654056484e-05,0.0029068708654056484,Low Risk,11.765218859564483,Low,0.0029068708654056484,18-30
1262,59,0,Travel Rarely,Cyber Security,21,Graduation,1,Female,176237,1,4,Director,1,Married,1,Yes,65,6,5,5,9,1,0.7142857142857143,4,44059.25,0.16666666666666666,1.8,5,0,Good work life balance,0.7,0.15395688031228563,15.395688031228563,Low Risk,85.06982729962857,High,15.395688031228563,50-60
1263,19,0,Travel Frequently,Cyber Security,7,Graduation,4,Female,160346,1,3,Consultant,1,Married,9,No,24,9,5,7,7,7,0.7,0,53448.666666666664,1.0,1.0,2,0,Supportive management,0.5,0.0016499860104332426,0.16499860104332426,Low Risk,82.38205857665471,High,0.16499860104332426,18-30
1264,20,0,No Travel,Cyber Security,1,Below College,4,Female,95585,1,6,QA Analyst,1,Divorced,1,No,43,6,1,1,1,5,0.14285714285714285,-4,15930.833333333334,0.16666666666666666,1.0,1,0,Good work life balance,0.7,0.011784632002436922,1.178463200243692,Low Risk,82.56090527063125,High,1.178463200243692,18-30
1265,40,0,Travel Rarely,Data Science,34,Graduation,5,Female,103457,3,7,Help Desk,5,Single,5,Yes,21,4,4,4,8,1,0.8,3,14779.57142857143,1.25,2.0,3,0,Good work life balance,0.7,0.007747788914411833,0.7747788914411833,Low Risk,23.666137451430796,Low,0.7747788914411833,30-40
1266,29,0,Travel Rarely,IT Services,23,Graduation,1,Male,195849,2,4,Support,1,Divorced,3,Yes,80,2,3,7,4,1,2.3333333333333335,6,48962.25,1.5,0.5714285714285714,1,0,Supportive management,0.5,0.11433604159102037,11.433604159102037,Low Risk,72.60593014572389,High,11.433604159102037,18-30
1267,37,0,Travel Frequently,Software Development,3,Graduation,1,Female,79076,4,8,Consultant,1,Divorced,4,No,62,14,1,9,7,2,0.6,7,9884.5,0.2857142857142857,0.7777777777777778,12,0,Good work life balance,0.7,0.5078523985488195,50.78523985488195,Medium Risk,56.02092468027329,Medium,50.78523985488195,30-40
1268,22,0,Travel Rarely,Data Science,18,Graduation,1,Female,96167,4,2,QA Analyst,3,Divorced,9,No,91,5,1,5,3,6,0.8333333333333334,-1,48083.5,1.8,0.6,-1,0,Good work life balance,0.7,0.005900999345753818,0.5900999345753818,Low Risk,29.515899988454482,Low,0.5900999345753818,18-30
1269,54,0,No Travel,IT Services,43,Graduation,4,Female,179029,4,7,Software Engineer,1,Married,8,Yes,99,20,1,9,5,5,0.42857142857142855,4,25575.571428571428,0.4,0.5555555555555556,15,0,I am happy with my team,0.8,0.058233451167437826,5.823345116743782,Low Risk,48.086472667660665,Medium,5.823345116743782,50-60
1270,55,0,Travel Rarely,Data Science,12,Graduation,4,Male,135872,2,8,Director,4,Single,7,Yes,50,16,5,4,3,8,0.23529411764705882,-4,16984.0,0.4375,0.75,8,0,Career growth is good,0.7,0.007159976644290656,0.7159976644290655,Low Risk,44.24399958784042,Medium,0.7159976644290655,50-60
1271,47,0,Travel Rarely,Cyber Security,14,Graduation,3,Male,71682,5,7,Technician,2,Single,3,Yes,30,2,4,3,2,2,1.0,1,10240.285714285714,1.5,0.6666666666666666,0,0,Career growth is good,0.7,0.012922101341427657,1.2922101341427656,Low Risk,26.698625317789897,Low,1.2922101341427656,40-50
1272,26,0,Travel Rarely,Cyber Security,41,Graduation,5,Male,78410,4,8,HR,1,Divorced,10,No,11,8,2,10,9,4,1.1111111111111112,6,9801.25,1.25,0.9,4,0,I am happy with my team,0.8,0.006858488338541124,0.6858488338541124,Low Risk,47.1798556765625,Medium,0.6858488338541124,18-30
1273,51,0,Travel Rarely,Network Administration,28,Degree,1,Male,93358,5,3,QA Analyst,3,Single,1,No,11,14,1,0,6,0,0.0,0,31119.333333333332,0.07142857142857142,inf,14,0,Supportive management,0.5,0.13029795812439451,13.02979581243945,Low Risk,19.946434555136374,Low,13.02979581243945,50-60
